address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"4474 El Cajon Boulevard, 
San Diego, CA  92115",San Diego,San Diego Unified School District,705,0634320,2021,(619) 344-4648,9-12,6163,4,32.757236,-117.09798,Hoover High School,063432005482,https://www.greatschools.org/california/san-diego/6163-Hoover-High-School/?s_cid=gsapi,(619) 344-4500,https://www.greatschools.org/school/rating.page?state=CA&id=6163&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6163&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6163,CA,public,
"14567 Lyons Valley Road, 
Jamul, CA  91935",Jamul,Jamul-Dulzura Union Elementary,689,0618730,223,(619) 669-0438,K-3,5934,6,32.72838,-116.85451,Jamul Primary School,061873002273,https://www.greatschools.org/california/jamul/5934-Jamul-Primary-School/?s_cid=gsapi,(619) 669-7800,https://www.greatschools.org/school/rating.page?state=CA&id=5934&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5934&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5934,CA,public,www.jdusd.net/primary.cfm
"229 East Naples Street, 
Chula Vista, CA  91911",Chula Vista,Chula Vista Elementary School District,677,0608610,306,(619) 498-1433,K-6,5839,5,32.619694,-117.04805,Kellogg (Karl H.) Elementary School,060861000864,https://www.greatschools.org/california/chula-vista/5839-Kellogg-(Karl-H.)-Elementary-School/?s_cid=gsapi,(619) 420-4151,https://www.greatschools.org/school/rating.page?state=CA&id=5839&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5839&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5839,CA,public,http://schools.cvesd.org/schools/kellogg/
"4930 Lake Boulevard, 
Oceanside, CA  92056",Oceanside,Vista Unified School District,714,0641190,1164,(760) 940-2081,6-8,6322,5,33.175026,-117.25828,Madison Middle School,064119003968,https://www.greatschools.org/california/oceanside/6322-Madison-Middle-School/?s_cid=gsapi,(760) 940-0176,https://www.greatschools.org/school/rating.page?state=CA&id=6322&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6322&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6322,CA,public,www.mms.vistausd.org
"4676 Ingraham Street, 
San Diego, CA  92109",San Diego,San Diego Unified School District,705,0634320,585,(858) 270-8063,6-8,6217,6,32.801315,-117.24186,Pacific Beach Middle School,063432005532,https://www.greatschools.org/california/san-diego/6217-Pacific-Beach-Middle-School/?s_cid=gsapi,(858) 273-9070,https://www.greatschools.org/school/rating.page?state=CA&id=6217&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6217&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6217,CA,public,https://www.sandiegounified.org/schools/pacific-beach-middle
"1030 La Bonita Drive, 
Suite 350
San Marcos, CA  92078",San Marcos,Mountain Empire Unified School District,695,0626100,105,(760) 891-0562,6-12,25266,3,33.124527,-117.2085,Pivot Charter School - San Diego,062610012823,https://www.greatschools.org/california/san-marcos/25266-Pivot-Charter-School---San-Diego/?s_cid=gsapi,(877) 544-1429,https://www.greatschools.org/school/rating.page?state=CA&id=25266&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25266&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25266,CA,charter,http://www.pivotsandiego.com/
"3900 Cannon Road, 
Carlsbad, CA  92010",Carlsbad,Carlsbad Unified School District,680,0607500,722,(760) 730-9698,9-12,31104,8,33.156963,-117.28597,Sage Creek High School,060750013058,https://www.greatschools.org/california/carlsbad/31104-Sage-Creek-High-School/?s_cid=gsapi,(760) 331-6600,https://www.greatschools.org/school/rating.page?state=CA&id=31104&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31104&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31104,CA,public,http://carlsbadusd.k12.ca.us
"14249 Fruitvale Road, 
Valley Center, CA  92082",Valley Center,Valley Center-Pauma Unified,1050,0600069,600,(760) 751-2654,K-3,11133,,33.239822,-117.02158,Valley Center Primary,060006908613,https://www.greatschools.org/california/valley-center/11133-Valley-Center-Primary/?s_cid=gsapi,(760) 749-8282,https://www.greatschools.org/school/rating.page?state=CA&id=11133&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11133&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11133,CA,public,http://vcps.vcpusd.net/
"4300 Allen School Road, 
Bonita, CA  91902",Bonita,Chula Vista Elementary School District,677,0608610,391,(619) 267-6237,K-6,5824,8,32.65679,-117.03359,Allen (Ella B.) Elementary School,060861000855,https://www.greatschools.org/california/bonita/5824-Allen-(Ella-B.)-Elementary-School/?s_cid=gsapi,(619) 479-3662,https://www.greatschools.org/school/rating.page?state=CA&id=5824&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5824&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5824,CA,public,http://schools.cvesd.org/schools/allen/
"2491 School House Road, 
Chula Vista, CA  91915",Chula Vista,Chula Vista Elementary School District,677,0608610,1037,(619) 656-1858,K-8,11097,9,32.65903,-116.96821,Arroyo Vista Charter School,060861008299,https://www.greatschools.org/california/chula-vista/11097-Arroyo-Vista-Charter-School/?s_cid=gsapi,(619) 656-9676,https://www.greatschools.org/school/rating.page?state=CA&id=11097&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11097&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11097,CA,charter,www.cvesd.org/arroyovista
"1650 Exploration Falls Drive, 
Chula Vista, CA  91915",Chula Vista,Chula Vista Elementary School District,677,0608610,1045,,K-6,31024,7,32.62293,-116.957985,Camarena (Enrique S.) Elementary,060861013096,https://www.greatschools.org/california/chula-vista/31024-Camarena-(Enrique-S.)-Elementary/?s_cid=gsapi,(619) 591-5500,https://www.greatschools.org/school/rating.page?state=CA&id=31024&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31024&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31024,CA,public,http://schools.cvesd.org/schools/camarena/
"1130 East J Street, 
Chula Vista, CA  91910",Chula Vista,Chula Vista Elementary School District,677,0608610,560,(619) 421-3008,K-6,5825,8,32.63047,-117.00916,Casillas (Joseph) Elementary School,060861007646,https://www.greatschools.org/california/chula-vista/5825-Casillas-(Joseph)-Elementary-School/?s_cid=gsapi,(619) 421-7555,https://www.greatschools.org/school/rating.page?state=CA&id=5825&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5825&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5825,CA,public,http://schools.cvesd.org/schools/casillas/
"25 Emerson Street, 
Chula Vista, CA  91910",Chula Vista,Chula Vista Elementary School District,677,0608610,411,(619) 422-4452,K-6,5826,7,32.615078,-117.05727,Castle Park Elementary School,060861000856,https://www.greatschools.org/california/chula-vista/5826-Castle-Park-Elementary-School/?s_cid=gsapi,(619) 422-5301,https://www.greatschools.org/school/rating.page?state=CA&id=5826&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5826&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5826,CA,public,http://schools.cvesd.org/schools/castlepark/
"980 Buena Vista Way, 
Chula Vista, CA  91910",Chula Vista,Chula Vista Elementary School District,677,0608610,526,(619) 482-6823,K-6,5828,9,32.63627,-117.00244,Chula Vista Hills Elementary School,060861009350,https://www.greatschools.org/california/chula-vista/5828-Chula-Vista-Hills-Elementary-School/?s_cid=gsapi,(619) 482-7066,https://www.greatschools.org/school/rating.page?state=CA&id=5828&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5828&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5828,CA,public,http://schools.cvesd.org/schools/chulavistahills/
"590 K Street, 
Chula Vista, CA  91911",Chula Vista,Chula Vista Elementary School District,677,0608610,1325,(619) 426-3048,K-12,5827,6,32.620712,-117.08496,Chula Vista Learning Community Charter School,060861007649,https://www.greatschools.org/california/chula-vista/5827-Chula-Vista-Learning-Community-Charter-School/?s_cid=gsapi,(619) 426-2885,https://www.greatschools.org/school/rating.page?state=CA&id=5827&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5827&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5827,CA,charter,http://schools.cvesd.org/schools/cvlcc/
"455 Windrose Way, 
Chula Vista, CA  91910",Chula Vista,Chula Vista Elementary School District,677,0608610,500,(619) 498-3007,K-6,5829,7,32.644775,-117.04507,Clear View,060861010307,https://www.greatschools.org/california/chula-vista/5829-Clear-View/?s_cid=gsapi,(619) 498-3000,https://www.greatschools.org/school/rating.page?state=CA&id=5829&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5829&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5829,CA,public,http://schools.cvesd.org/schools/clearview/
"875 Cuyamaca Avenue, 
Chula Vista, CA  91911",Chula Vista,Chula Vista Elementary School District,677,0608610,355,(619) 427-3407,K-6,5830,7,32.625923,-117.05623,Cook (Hazel Goes) Elementary School,060861000857,https://www.greatschools.org/california/chula-vista/5830-Cook-(Hazel-Goes)-Elementary-School/?s_cid=gsapi,(619) 422-8381,https://www.greatschools.org/school/rating.page?state=CA&id=5830&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5830&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5830,CA,public,http://schools.cvesd.org/schools/cook/
"1100 Camino Biscay, 
Chula Vista, CA  91910",Chula Vista,Chula Vista Elementary School District,677,0608610,889,(619) 656-3899,K-8,5831,9,32.641937,-117.01761,Discovery Charter School,060861002633,https://www.greatschools.org/california/chula-vista/5831-Discovery-Charter-School/?s_cid=gsapi,(619) 656-0797,https://www.greatschools.org/school/rating.page?state=CA&id=5831&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5831&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5831,CA,charter,http://schools.cvesd.org/schools/discovery/
"1120 Eastlake Parkway, 
Chula Vista, CA  91915",Chula Vista,Sweetwater Union High School District,710,0638640,3079,(619) 656-9736,9-12,6284,9,32.64644,-116.96519,Eastlake High School,063864001223,https://www.greatschools.org/california/chula-vista/6284-Eastlake-High-School/?s_cid=gsapi,(619) 397-3800,https://www.greatschools.org/school/rating.page?state=CA&id=6284&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6284&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6284,CA,public,http://www.suhsd.k12.ca.us/elh/
"4080 52nd Street, 
San Diego, CA  92105",San Diego,San Diego Unified School District,705,0634320,726,(619) 624-2690,K-5,6165,4,32.750942,-117.08358,Fay Elementary School,063432005484,https://www.greatschools.org/california/san-diego/6165-Fay-Elementary-School/?s_cid=gsapi,(619) 624-2600,https://www.greatschools.org/school/rating.page?state=CA&id=6165&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6165&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6165,CA,public,https://www.sandiegounified.org/schools/fay
"4375 Bannock Avenue, 
San Diego, CA  92117",San Diego,San Diego Unified School District,705,0634320,294,(858) 581-0873,PK-5,6140,6,32.831963,-117.19844,Field Elementary School,063432005458,https://www.greatschools.org/california/san-diego/6140-Field-Elementary-School/?s_cid=gsapi,(858) 800-5900,https://www.greatschools.org/school/rating.page?state=CA&id=6140&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6140&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6140,CA,public,https://www.sandiegounified.org/schools/field
"9750 Galvin Avenue, 
San Diego, CA  92126",San Diego,San Diego Unified School District,705,0634320,628,(619) 693-7942,K-5,6153,8,32.920494,-117.12094,Hage Elementary School,063432010057,https://www.greatschools.org/california/san-diego/6153-Hage-Elementary-School/?s_cid=gsapi,(858) 566-0273,https://www.greatschools.org/school/rating.page?state=CA&id=6153&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6153&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6153,CA,public,www.hagepta.com
"1704 Cape Horn Avenue, 
Julian, CA  92036",Julian,Julian Union Elementary,690,0619140,465,,K-12,31160,5,33.07865,-116.594864,Harbor Springs Charter,061914013715,https://www.greatschools.org/california/julian/31160-Harbor-Springs-Charter/?s_cid=gsapi,(951) 252-8800,https://www.greatschools.org/school/rating.page?state=CA&id=31160&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31160&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31160,CA,charter,www.springscharterschools.org
"6230 Del Cerro Boulevard, 
San Diego, CA  92120",San Diego,San Diego Unified School District,705,0634320,497,(619) 287-9921,K-5,6158,10,32.783882,-117.0643,Hearst Elementary School,063432005477,https://www.greatschools.org/california/san-diego/6158-Hearst-Elementary-School/?s_cid=gsapi,(619) 583-5704,https://www.greatschools.org/school/rating.page?state=CA&id=6158&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6158&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6158,CA,public,http://www.sandi.net/hearst
"230 Harbour Way S, 
Richmond, CA  94804",Richmond,West Contra Costa Unified School District,57,0632550,195,(510) 235-2487,9-12,32027,,37.928135,-122.35928,John Henry High,174113892,https://www.greatschools.org/california/richmond/32027-John-Henry-High/?s_cid=gsapi,(510) 235-2439,https://www.greatschools.org/school/rating.page?state=CA&id=32027&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32027&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32027,CA,charter,http://amps-ca.schoolloop.com/JHHS
"31360 Highway 94, 
Campo, CA  91906",Campo,Mountain Empire Unified School District,695,0626100,15,(619) 478-2609,7-12,11106,,32.624847,-116.47525,Hillside Junior/Senior High School,062610006496,https://www.greatschools.org/california/campo/11106-Hillside-Junior-Senior-High-School/?s_cid=gsapi,(619) 478-2735,https://www.greatschools.org/school/rating.page?state=CA&id=11106&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11106&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11106,CA,public,
"5050 Guymon Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,478,(619) 262-8023,K-5,6164,3,32.712467,-117.0864,Horton Elementary School,063432005483,https://www.greatschools.org/california/san-diego/6164-Horton-Elementary-School/?s_cid=gsapi,(619) 264-0171,https://www.greatschools.org/school/rating.page?state=CA&id=6164&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6164&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6164,CA,public,https://www.sandiegounified.org/schools/horton
"4271 Myrtle Avenue, 
San Diego, CA  92105",San Diego,San Diego Unified School District,705,0634320,721,,K-5,17607,6,32.742115,-117.1027,Joyner Elementary School,063432012000,https://www.greatschools.org/california/san-diego/17607-Joyner-Elementary-School/?s_cid=gsapi,(619) 640-4000,https://www.greatschools.org/school/rating.page?state=CA&id=17607&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17607&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17607,CA,public,http://www.cde.ca.gov/re/sd/details.asp?cds=37683380114041&Public=Y
"7270 Lisbon Street, 
San Diego, CA  92114",San Diego,San Diego Unified School District,705,0634320,515,(619) 262-2217,K-8,6172,3,32.71362,-117.04243,Keiller Leadership Academy,063432005492,https://www.greatschools.org/california/san-diego/6172-Keiller-Leadership-Academy/?s_cid=gsapi,(619) 263-9266,https://www.greatschools.org/school/rating.page?state=CA&id=6172&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6172&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6172,CA,charter,www.keillerleaders.org
"4961 64th Street, 
San Diego, CA  92115",San Diego,San Diego Unified School District,705,0634320,1037,(619) 582-1769,K-8,6182,7,32.76908,-117.06178,Language Academy,063432005275,https://www.greatschools.org/california/san-diego/6182-Language-Academy/?s_cid=gsapi,(619) 287-1182,https://www.greatschools.org/school/rating.page?state=CA&id=6182&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6182&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6182,CA,public,http://www.sandi.net/languageacademy
"12463 Lemon Crest Drive, 
Lakeside, CA  92040",Lakeside,Lakeside Union Elementary School District,692,0620790,589,(619) 390-2563,K-5,5944,4,32.852333,-116.92115,Lemon Crest Elementary School,062079010310,https://www.greatschools.org/california/lakeside/5944-Lemon-Crest-Elementary-School/?s_cid=gsapi,(619) 390-2527,https://www.greatschools.org/school/rating.page?state=CA&id=5944&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5944&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5944,CA,public,www.lsusd.net
