address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"1550 Temple Heights Drive, 
Oceanside, CA  92056",Oceanside,Vista Unified School District,714,0641190,674,(760) 631-6240,K-5,12481,4,33.2185,-117.26964,Temple Heights Elementary School,064119011270,https://www.greatschools.org/california/oceanside/12481-Temple-Heights-Elementary-School/?s_cid=gsapi,(760) 631-6242,https://www.greatschools.org/school/rating.page?state=CA&id=12481&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12481&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12481,CA,public,www.th.vistausd.org
"110 Marine Drive, 
Oceanside, CA  92058",Oceanside,Fallbrook Union Elementary School District,686,0613500,779,(760) 385-4254,K-8,5917,9,33.323338,-117.31057,Mary Fay Pendleton Elementary School,061350001543,https://www.greatschools.org/california/oceanside/5917-Mary-Fay-Pendleton-Elementary-School/?s_cid=gsapi,(760) 731-4050,https://www.greatschools.org/school/rating.page?state=CA&id=5917&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5917&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5917,CA,public,http://www.fuesd.k12.ca.us/Domain/279
"5130 Alamosa Park Drive, 
Oceanside, CA  92057",Oceanside,Vista Unified School District,714,0641190,534,(760) 940-0522,K-5,6309,6,33.238518,-117.28204,Alamosa Park Elementary School,064119009204,https://www.greatschools.org/california/oceanside/6309-Alamosa-Park-Elementary-School/?s_cid=gsapi,(760) 940-0700,https://www.greatschools.org/school/rating.page?state=CA&id=6309&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6309&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6309,CA,public,www.ape.vistausd.org
"4850 Avenida Empresa, 
Oceanside, CA  92056",Oceanside,Vista Unified School District,714,0641190,811,(760) 940-1578,K-5,6317,7,33.22411,-117.28804,Empresa Elementary School,064119009652,https://www.greatschools.org/california/oceanside/6317-Empresa-Elementary-School/?s_cid=gsapi,(760) 940-8454,https://www.greatschools.org/school/rating.page?state=CA&id=6317&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6317&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6317,CA,public,www.emp.vistausd.org
"4950 Lake Boulevard, 
Oceanside, CA  92056",Oceanside,Vista Unified School District,714,0641190,809,(760) 945-7102,K-5,6320,7,33.173206,-117.25792,Lake Elementary School,064119009460,https://www.greatschools.org/california/oceanside/6320-Lake-Elementary-School/?s_cid=gsapi,(760) 945-5300,https://www.greatschools.org/school/rating.page?state=CA&id=6320&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6320&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6320,CA,public,www.lk.vistausd.org
"4930 Lake Boulevard, 
Oceanside, CA  92056",Oceanside,Vista Unified School District,714,0641190,1164,(760) 940-2081,6-8,6322,5,33.175026,-117.25828,Madison Middle School,064119003968,https://www.greatschools.org/california/oceanside/6322-Madison-Middle-School/?s_cid=gsapi,(760) 940-0176,https://www.greatschools.org/school/rating.page?state=CA&id=6322&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6322&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6322,CA,public,www.mms.vistausd.org
"5657 Spur Avenue, 
Oceanside, CA  92056",Oceanside,Vista Unified School District,714,0641190,570,(760) 630-8598,PK-5,6323,5,33.24608,-117.25808,Mission Meadows Elementary School,064119001249,https://www.greatschools.org/california/oceanside/6323-Mission-Meadows-Elementary-School/?s_cid=gsapi,(760) 630-7884,https://www.greatschools.org/school/rating.page?state=CA&id=6323&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6323&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6323,CA,public,http://www.mm.vistausd.org
"850 Sagewood Drive, 
Oceanside, CA  92057",Oceanside,Vista Unified School District,714,0641190,1103,(760) 726-8596,6-8,6327,4,33.23665,-117.28119,Roosevelt Middle School,064119009459,https://www.greatschools.org/california/oceanside/6327-Roosevelt-Middle-School/?s_cid=gsapi,(760) 726-8003,https://www.greatschools.org/school/rating.page?state=CA&id=6327&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6327&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6327,CA,public,www.rmw.vistausd.org
"515 Wisconsin Avenue, 
Oceanside, CA  92054",Oceanside,,,,241,,K-8,8385,,33.188873,-117.37172,St. Mary Star Of The Sea Elementary School,00077095,https://www.greatschools.org/california/oceanside/8385-St.-Mary-Star-Of-The-Sea-Elementary-School/?s_cid=gsapi,(760) 722-7259,https://www.greatschools.org/school/rating.page?state=CA&id=8385&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=8385&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/8385,CA,private,
"1836 Dixie Street, 
Oceanside, CA  92054",Oceanside,,,,,,2-12,8958,,33.2007,-117.3639,Victory Christian,00093302,https://www.greatschools.org/california/oceanside/8958-Victory-Christian/?s_cid=gsapi,(760) 439-6431,https://www.greatschools.org/school/rating.page?state=CA&id=8958&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=8958&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/8958,CA,private,
"4070 Mission Avenue, 
Oceanside, CA  92057",Oceanside,,,,157,,K-8,9311,,33.23241,-117.317314,Old Mission Montessori School,01922206,https://www.greatschools.org/california/oceanside/9311-Old-Mission-Montessori-School/?s_cid=gsapi,(760) 757-3232,https://www.greatschools.org/school/rating.page?state=CA&id=9311&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9311&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9311,CA,private,
"1985 Peacock Boulevard, 
Oceanside, CA  92056",Oceanside,,,,30,(760) 945-1399,PK-1,9677,,33.21466,-117.269394,Faith Temple Christian School,A9100815,https://www.greatschools.org/california/oceanside/9677-Faith-Temple-Christian-School/?s_cid=gsapi,(760) 945-7990,https://www.greatschools.org/school/rating.page?state=CA&id=9677&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9677&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9677,CA,private,www.faithtcc.com
"4000 Mystra Way, 
Oceanside, CA  92056",Oceanside,,,,,,PK-8,10582,,33.16422,-117.27,New Venture Christian School,A9704968,https://www.greatschools.org/california/oceanside/10582-New-Venture-Christian-School/?s_cid=gsapi,(760) 630-0712,https://www.greatschools.org/school/rating.page?state=CA&id=10582&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=10582&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/10582,CA,private,
"2204 El Camino Real, Suite 310, 
Oceanside, CA  92054",Oceanside,,,,,,9-12,13228,,33.1864,-117.3282,Halstrom High School-Online,BB020472,https://www.greatschools.org/california/oceanside/13228-Halstrom-High-School-Online/?s_cid=gsapi,(760) 721-0121,https://www.greatschools.org/school/rating.page?state=CA&id=13228&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13228&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/13228,CA,private,
"2611 Temple Heights Drive, Suite A, 
Oceanside, CA  92056",Oceanside,Vista Unified School District,714,0641190,1193,(760) 631-3411,11-12,13792,,33.20167,-117.23574,SIATech School,064119011401,https://www.greatschools.org/california/oceanside/13792-SIATech-School/?s_cid=gsapi,(760) 945-1227,https://www.greatschools.org/school/rating.page?state=CA&id=13792&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13792&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/13792,CA,charter,www.siatech.org
"3225 Roymar Road, 
Oceanside, CA  92058",Oceanside,,,,71,,1-12,15325,,33.21631,-117.34931,Teri Learning Academy,A0300562,https://www.greatschools.org/california/oceanside/15325-Teri-Learning-Academy/?s_cid=gsapi,(760) 721-1706,https://www.greatschools.org/school/rating.page?state=CA&id=15325&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=15325&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/15325,CA,private,http://www.teriinc.org/
"4179 Avenida De La Plata, 
Oceanside, CA  92056",Oceanside,,,,,,K,15701,,33.212433,-117.28793,La Petite Academy,BB946502,https://www.greatschools.org/california/oceanside/15701-La-Petite-Academy/?s_cid=gsapi,(760) 941-5456,https://www.greatschools.org/school/rating.page?state=CA&id=15701&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=15701&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/15701,CA,private,
"136 Madison Street, 
Oceanside, CA  92057",Oceanside,,,,,,K-5,16553,,33.2505,-117.2952,Legree Private Home School,,https://www.greatschools.org/california/oceanside/16553-Legree-Private-Home-School/?s_cid=gsapi,(760) 639-0717,https://www.greatschools.org/school/rating.page?state=CA&id=16553&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16553&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/16553,CA,private,
"3052 Industry Street, 
Oceanside, CA  92054",Oceanside,,,,9,,K-12,16554,,33.200985,-117.33562,Living Waters Academy,,https://www.greatschools.org/california/oceanside/16554-Living-Waters-Academy/?s_cid=gsapi,(760) 744-5581,https://www.greatschools.org/school/rating.page?state=CA&id=16554&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16554&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/16554,CA,private,
"1360 Woodhaven Drive, 
Oceanside, CA  92056",Oceanside,,,,,,1-12,17345,,33.230927,-117.2761,Faithful Christian Academy,,https://www.greatschools.org/california/oceanside/17345-Faithful-Christian-Academy/?s_cid=gsapi,(760) 758-7348,https://www.greatschools.org/school/rating.page?state=CA&id=17345&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17345&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/17345,CA,private,
"4700 Mesa Drive, 
Oceanside, CA  92057",Oceanside,,,,,,K-2,17350,,33.2253,-117.2923,Lighthouse Christian School,,https://www.greatschools.org/california/oceanside/17350-Lighthouse-Christian-School/?s_cid=gsapi,(760) 726-0590,https://www.greatschools.org/school/rating.page?state=CA&id=17350&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17350&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/17350,CA,private,
"1306 Melrose Drive, 
Oceanside, CA  92057",Oceanside,Vista Unified School District,714,0641190,1569,(760) 940-0719,9-12,25014,9,33.25164,-117.26502,Mission Vista High School,064119012341,https://www.greatschools.org/california/oceanside/25014-Mission-Vista-High-School/?s_cid=gsapi,(760) 758-6800,https://www.greatschools.org/school/rating.page?state=CA&id=25014&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25014&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25014,CA,public,www.mvhs.vistausd.org
"3548 Seagate Way, Suite 140, 
Oceanside, CA  92056",Oceanside,Mountain Empire Unified School District,695,0626100,102,(760) 509-4691,K-12,25173,,33.20416,-117.30771,San Diego Neighborhood Homeschools,062610012408,https://www.greatschools.org/california/oceanside/25173-San-Diego-Neighborhood-Homeschools/?s_cid=gsapi,(760) 295-1117,https://www.greatschools.org/school/rating.page?state=CA&id=25173&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25173&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25173,CA,charter,www.sdnh.org
"2115 Grandview Street, 
Oceanside, CA  92054",Oceanside,,,,,,K-12,26238,,33.193165,-117.34953,Bassett Christian Academy,,https://www.greatschools.org/california/oceanside/26238-Bassett-Christian-Academy/?s_cid=gsapi,(760) 754-8207,https://www.greatschools.org/school/rating.page?state=CA&id=26238&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=26238&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/26238,CA,private,
"427 College Boulevard, 
Oceanside, CA  92057",Oceanside,,,,,,K-3,26263,,33.245476,-117.293785,Peppertree Montessori School,,https://www.greatschools.org/california/oceanside/26263-Peppertree-Montessori-School/?s_cid=gsapi,(760) 940-1931,https://www.greatschools.org/school/rating.page?state=CA&id=26263&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=26263&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/26263,CA,private,
"1360 Woodhaven Drive, 
Oceanside, CA  92056",Oceanside,,,,8,,K-12,31504,,33.230927,-117.2761,Faithful Christian Academy,,https://www.greatschools.org/california/oceanside/31504-Faithful-Christian-Academy/?s_cid=gsapi,(760) 758-7348,https://www.greatschools.org/school/rating.page?state=CA&id=31504&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31504&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/31504,CA,private,
"5570 Old Ranch Road, 
Oceanside, CA  92057",Oceanside,,,,8,,1-6,31516,,33.247864,-117.26486,Montessori Adolescent Academy,,https://www.greatschools.org/california/oceanside/31516-Montessori-Adolescent-Academy/?s_cid=gsapi,(760) 758-3309,https://www.greatschools.org/school/rating.page?state=CA&id=31516&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31516&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/31516,CA,private,
"4412 Anne Sladon Street, 
Oceanside, CA  92057",Oceanside,,,,6,,K-12,31523,,33.24742,-117.31893,Sacred Woven Circle,,https://www.greatschools.org/california/oceanside/31523-Sacred-Woven-Circle/?s_cid=gsapi,(760) 405-4845,https://www.greatschools.org/school/rating.page?state=CA&id=31523&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31523&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/31523,CA,private,
"35008 Pala Temecula Rd Pmb 89, 
Pala, CA  92059",Pala,,,,,,K-11,24157,,33.366604,-117.07606,Ashwet Patia Christian School,A0700097,https://www.greatschools.org/california/pala/24157-Ashwet-Patia-Christian-School/?s_cid=gsapi,(760) 742-3071,https://www.greatschools.org/school/rating.page?state=CA&id=24157&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24157&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/24157,CA,private,
"100 Portillo Road, 
Pala, CA  92059",Pala,,,,7,,K-12,16520,,33.3653,-117.084,Ashwet Patia Christion School,,https://www.greatschools.org/california/pala/16520-Ashwet-Patia-Christion-School/?s_cid=gsapi,(760) 742-3071,https://www.greatschools.org/school/rating.page?state=CA&id=16520&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16520&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/16520,CA,private,
"100 Portillo Road, 
Pala, CA  92059",Pala,,,,,,K-12,23983,,33.36527,-117.084045,Aswe-T Pati'A Christian Academy,,https://www.greatschools.org/california/pala/23983-Aswe-T-Pati'A-Christian-Academy/?s_cid=gsapi,(760) 742-3071,https://www.greatschools.org/school/rating.page?state=CA&id=23983&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=23983&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/23983,CA,private,
"1315 Palm Canyon Drive, 
Borrego Springs, CA  92004",Borrego Springs,Borrego Springs Unified,674,0605700,182,(760) 767-7438,PK-5,5792,5,33.25519,-116.34682,Borrego Springs Elementary School,060570000517,https://www.greatschools.org/california/borrego-springs/5792-Borrego-Springs-Elementary-School/?s_cid=gsapi,(760) 767-5333,https://www.greatschools.org/school/rating.page?state=CA&id=5792&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5792&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5792,CA,public,
"2281 Diegueno Road, 
Borrego Springs, CA  92004",Borrego Springs,Borrego Springs Unified,674,0605700,131,(760) 767-5999,9-12,5793,5,33.26548,-116.38153,Borrego Springs High School,060570000518,https://www.greatschools.org/california/borrego-springs/5793-Borrego-Springs-High-School/?s_cid=gsapi,(760) 767-5357,https://www.greatschools.org/school/rating.page?state=CA&id=5793&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5793&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5793,CA,public,
"2255 Diegueno Road, 
Borrego Springs, CA  92004",Borrego Springs,Borrego Springs Unified,674,0605700,98,(760) 767-5999,6-8,5794,4,33.264683,-116.38371,Borrego Springs Middle School,060570007636,https://www.greatschools.org/california/borrego-springs/5794-Borrego-Springs-Middle-School/?s_cid=gsapi,(760) 767-5357,https://www.greatschools.org/school/rating.page?state=CA&id=5794&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5794&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5794,CA,public,www.tcoe.trinity.k12.ca.us/~cb
"2281 Diegueno Road, 
Borrego Springs, CA  92004",Borrego Springs,Borrego Springs Unified,674,0605700,2,,9-12,5795,,33.26548,-116.38153,Palm Canyon Continuation High School,060570007302,https://www.greatschools.org/california/borrego-springs/5795-Palm-Canyon-Continuation-High-School/?s_cid=gsapi,(760) 767-5357,https://www.greatschools.org/school/rating.page?state=CA&id=5795&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5795&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5795,CA,public,
