CDSCode,District,School,Street,StreetAbr,City,*,State,Phone,OpenDate,Charter,DOCType,SOC,SOCType,GSoffered,Latitude,Longitude,LastUpdate,2016-2017 Total Enrollment,2015-2016 ELA Current Status (avg. distance from level 3),2015-2016 ELA Prior Status (age. Distance from level 3),2015-2016 ELA Change (Difference between current and prior status),2015-2016 ELA Status Level,2015-2016 ELA Status Level (Decode),2015-2016 ELA Change Level,2015-2016 ELA Change Level (Decode),2015-2016 ELA Color,2015-2016 ELA Color (Decode),2015-2016 ELA box,2015-2016 ELA box (Decode),2015-2016 Math Current Status (avg. distance from level 3),2015-2016 Math Prior Status (age. Distance from level 3),2015-2016 Math Change (Difference between current and prior status),2015-2016 Math Status Level,2015-2016 Math Status Level (Decode),2015-2016 Math Change Level,2015-2016 Math Change Level (Decode),2015-2016 Math Color,2015-2016 Math Color (Decode),2015-2016 Math box,2015-2016 Math box (Decode),2016-2017 English Language Learners,2016-2017 % English Language Learners,2016-2017 FRPM Count,2016-2017 % FRPM Count,2015-2016 SAT: AvgScrRead,2015-2016 SAT: AvgScrMath,2015-2016 SAT: AvgScrWrit,2015-2016 SAT: Number of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 SAT: % of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 Enrollment Grades 10-12,2015-2016 AP Number Tested,2015-2016 % AP Number Tested,2015-2016 AP Score = 1,2015-2016 AP Score = 2,2015-2016 AP Score = 3,2015-2016 AP Score = 4,2015-2016 AP Score = 5,% 2015-2016 AP Score = 1,% 2015-2016 AP Score = 2,% 2015-2016 AP Score = 3,% 2015-2016 AP Score = 4,% 2015-2016 AP Score = 5,IB,AVID,Dual Language,Arts,Education Equity,US News 
37679916106025,Cajon Valley Union,Rancho San Diego Elementary,12151 Calle Albara,12151 Calle Albara,El Cajon,92019-4825,CA,(619) 588-3211,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,32.754628,-116.93287,6/18/2015,601,29.3,15.8,13.5,4,High,4,Increased,4,Green,90,"High, Increased",19.8,7.9,11.9,4,High,4,Increased,4,Green,90,"High, Increased",162,27%,263,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37679916037733,Cajon Valley Union,Rios Elementary,14314 Rios Canyon Road,14314 Rios Canyon Rd.,El Cajon,92021-2725,CA,(619) 588-3090,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,32.840076,-116.87577,6/18/2015,317,-34.9,-38.4,3.5,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-41.1,-36.2,-4.9,2,Low,2,Decreased,2,Orange,170,"Low, Declined",88,28%,242,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37679916101794,Cajon Valley Union,Vista Grande Elementary,1908 Vista Grande Road,1908 Vista Grande Rd.,El Cajon,92019-3823,CA,(619) 588-3170,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,32.76508,-116.91501,12/23/2015,615,10.4,1.3,9,4,High,4,Increased,4,Green,90,"High, Increased",1,-2.1,3.1,4,High,3,Maintained,4,Green,80,"High, Maintained",123,20%,183,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37679916037741,Cajon Valley Union,W. D. Hall Elementary,1376 Pepper Drive,1376 Pepper Dr.,El Cajon,92021-1460,CA,(619) 588-3136,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,32.820878,-116.93116,6/18/2015,607,-48.3,-39.8,-8.6,2,Low,2,Decreased,2,Orange,170,"Low, Declined",-54.4,-33.5,-21,2,Low,1,Decreased Significantly,1,Red,160,"Low, Declined Significantly",226,37%,481,79%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680076037758,Cardiff Elementary,Ada W. Harris Elementary,1508 Windsor Road,1508 Windsor Rd.,Cardiff-by-the-Sea,92007-1356,CA,(760) 632-5894,7/1/1980,N,Elementary School District,,Elementary Schools (Public),3-6,33.03128,-117.27349,10/9/2015,367,49,43.8,5.2,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",37.9,34.5,3.4,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",32,9%,46,13%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680076037766,Cardiff Elementary,Cardiff Elementary,1888 Montgomery Avenue,1888 Montgomery Ave.,Cardiff-by-the-Sea,92007-2313,CA,(760) 632-5892,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-3,33.025044,-117.2822,10/9/2015,337,6.4,21.7,-15.2,3,Medium,1,Decreased Significantly,2,Orange,110,"Medium, Declined Significantly",35.6,43.4,-7.8,5,Very High,2,Decreased,4,Green,20,"Very High, Declined",26,8%,39,12%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735516109201,Carlsbad Unified,Aviara Oaks Elementary,6900 Ambrosia Lane,6900 Ambrosia Ln.,Carlsbad,92009-2430,CA,(760) 331-6000,9/7/1990,N,Unified School District,,Elementary Schools (Public),K-5,33.101346,-117.27667,8/15/2016,677,67.8,56.2,11.5,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",44.6,43.4,1.2,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",67,10%,119,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37735516118137,Carlsbad Unified,Aviara Oaks Middle,6880 Ambrosia Lane,6880 Ambrosia Ln.,Carlsbad,92011-5057,CA,(760) 331-6100,9/1/1998,N,Unified School District,,Intermediate/Middle Schools (Public),6-8,33.103077,-117.27894,6/18/2015,1122,58.5,49.5,9,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",48.4,36.4,12,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",59,5%,165,15%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735516037774,Carlsbad Unified,Buena Vista Elementary,1330 Buena Vista Way,1330 Buena Vista Way,Carlsbad,92008-1535,CA,(760) 331-5400,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,33.168932,-117.34252,6/18/2015,288,38.5,19.9,18.6,4,High,4,Increased,4,Green,90,"High, Increased",14,17.7,-3.7,4,High,2,Decreased,3,Yellow,70,"High, Declined",29,10%,74,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735516120711,Carlsbad Unified,Calavera Hills Elementary,4100 Tamarack Avenue,4100 Tamarack Ave.,Carlsbad,92008-7101,CA,(760) 331-6300,9/3/2002,N,Unified School District,,Elementary Schools (Public),K-5,33.172385,-117.29083,6/18/2015,468,22.3,12.7,9.6,4,High,4,Increased,4,Green,90,"High, Increased",6.6,-11.8,18.4,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",90,19%,190,41%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735510107557,Carlsbad Unified,Calavera Hills Middle,4104 Tamarack Avenue,4104 Tamarack Ave.,Carlsbad,92008-7101,CA,(760) 331-6400,8/31/2004,N,Unified School District,,Intermediate/Middle Schools (Public),6-8,33.172385,-117.29083,6/18/2015,501,21.8,19.8,2.1,4,High,3,Maintained,4,Green,80,"High, Maintained",5.1,0.1,5,4,High,4,Increased,4,Green,90,"High, Increased",41,8%,151,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37735513730694,Carlsbad Unified,Carlsbad High,3557 Monroe Street,3557 Monroe St.,Carlsbad,92008-2729,CA,(760) 331-5100,7/1/1980,N,Unified School District,,High Schools (Public),9-12,33.162399,-117.32698,6/18/2015,2255,49.7,36.8,12.9,0,No Data,0,No Data,0,No Color,0,NO COLOR,7.4,9.6,-2.2,0,No Data,0,No Data,0,No Color,0,No Color,82,4%,400,18%,544,554,534,283,67%,1894,589,31%,17,158,300,364,298,3%,27%,51%,62%,51%,,x,,,,Silver
37735513731163,Carlsbad Unified,Carlsbad Seaside Academy,3557 Monroe Street,3557 Monroe St.,Carlsbad,92008-2785,CA,(760) 331-5299,,N,Unified School District,,Alternative Schools of Choice,9-12,33.162338,-117.32762,6/18/2015,48,0,0,0,0,No Data,0,No Data,0,No Color,0,NO COLOR,0,0,0,0,No Data,0,No Data,0,No Color,0,No Color,#N/A,#N/A,5,10%,#N/A,#N/A,#N/A,#N/A,#N/A,38,0,0%,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37735516106512,Carlsbad Unified,Hope Elementary,3010 Tamarack Avenue,3010 Tamarack Ave.,Carlsbad,92008-2430,CA,(760) 331-5900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,33.17052,-117.30462,6/18/2015,613,36.4,36.6,-0.2,4,High,3,Maintained,4,Green,80,"High, Maintained",31.5,29.5,2,4,High,3,Maintained,4,Green,80,"High, Maintained",13,2%,76,12%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735516037782,Carlsbad Unified,Jefferson Elementary,3743 Jefferson Street,3743 Jefferson St.,Carlsbad,92008-3336,CA,(760) 331-5500,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,33.153787,-117.33958,6/18/2015,450,12.6,4.2,8.4,4,High,4,Increased,4,Green,90,"High, Increased",0.4,1.7,-1.3,4,High,2,Decreased,3,Yellow,70,"High, Declined",160,36%,236,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735516099352,Carlsbad Unified,Kelly Elementary,4885 Kelly Drive,4885 Kelly Dr.,Carlsbad,92008-3734,CA,(760) 331-5800,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,33.14836,-117.31122,6/18/2015,440,75.1,57.8,17.3,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",33.3,23.8,9.5,4,High,4,Increased,4,Green,90,"High, Increased",8,2%,34,8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735516037790,Carlsbad Unified,Magnolia Elementary,1905 Magnolia Avenue,1905 Magnolia Ave.,Carlsbad,92008-2632,CA,(760) 331-5600,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,33.160076,-117.3267,8/15/2016,517,72.6,40.7,31.9,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",52,11.4,40.6,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",28,5%,64,12%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37735516116578,Carlsbad Unified,Pacific Rim Elementary,1100 Camino de las Ondas,1100 Camino de las Ondas,Carlsbad,92009-3400,CA,(760) 331-6200,9/7/1999,N,Unified School District,,Elementary Schools (Public),K-5,33.110252,-117.30595,6/18/2015,831,109.5,92.2,17.4,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",80.7,76.2,4.5,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",34,4%,48,6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,x,
37735510113498,Carlsbad Unified,Poinsettia Elementary,2445 Mica Road,2445 Mica Rd.,Carlsbad,92009-1733,CA,(760) 331-6500,8/29/2007,N,Unified School District,,Elementary Schools (Public),K-5,33.1186,-117.2562,6/18/2015,568,54.5,43.2,11.3,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",30.3,27.9,2.5,4,High,3,Maintained,4,Green,80,"High, Maintained",87,15%,125,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37735510127423,Carlsbad Unified,Sage Creek High,3900 Cannon Road,3900 Cannon Rd.,Carlsbad,92010-5573,CA,(760) 331-6600,8/28/2013,N,Unified School District,,High Schools (Public),9-12,33.142192,-117.30659,6/18/2015,1251,93.9,0,0,0,No Data,0,No Data,0,No Color,0,NO COLOR,37.8,0,0,0,No Data,0,No Data,0,No Color,0,No Color,25,2%,200,16%,N/A,N/A,N/A,N/A,N/A,641,237,37%,9,76,113,89,68,4%,32%,48%,38%,29%,,x,,,,
37735516037816,Carlsbad Unified,Valley Middle,1645 Magnolia Avenue,1645 Magnolia Ave.,Carlsbad,92008-2626,CA,(760) 331-5300,7/1/1980,N,Unified School District,,Intermediate/Middle Schools (Public),6-8,33.158874,-117.32931,8/15/2016,1044,49.5,31.3,18.3,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",25.3,0.5,24.8,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",78,7%,263,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37680236037832,Chula Vista Elementary,Allen (Ella B.) Elementary,4300 Allen School Road,4300 Allen School Rd.,Bonita,91902-2309,CA,(619) 479-3662,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.656765,-117.03358,2/9/2017,393,32.1,16.3,15.8,4,High,4,Increased,4,Green,90,"High, Increased",8.6,7.9,0.7,4,High,3,Maintained,4,Green,80,"High, Maintained",91,23%,139,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,x,
37680236116859,Chula Vista Elementary,Arroyo Vista Charter,2491 School House Road,2491 School House Rd.,Chula Vista,91915-2534,CA,(619) 656-9676,7/20/1999,Y,Elementary School District,,Elementary Schools (Public),K-8,32.638128,-116.95252,8/10/2015,1002,66.8,49,17.8,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",33.2,20.9,12.3,4,High,4,Increased,4,Green,90,"High, Increased",167,17%,150,15%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680230127431,Chula Vista Elementary,Camarena (Enrique S.) Elementary,1650 Exploration Falls Drive,1650 Exploration Falls Dr.,Chula Vista,91915-1961,CA,(619) 591-5500,7/24/2013,N,Elementary School District,,Elementary Schools (Public),K-6,32.622811,-116.95651,1/21/2016,1014,30.2,23.7,6.5,4,High,3,Maintained,4,Green,80,"High, Maintained",7.8,7.1,0.7,4,High,3,Maintained,4,Green,80,"High, Maintained",218,21%,246,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680236115646,Chula Vista Elementary,Casillas (Joseph) Elementary,1130 East J Street,1130 East J St.,Chula Vista,91910-7164,CA,(619) 421-7555,7/21/1998,N,Elementary School District,,Elementary Schools (Public),K-6,32.630446,-117.00915,6/30/2016,505,15.2,-9,24.2,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",-3,-20.3,17.3,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",133,26%,204,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680236037824,Chula Vista Elementary,Castle Park Elementary,25 Emerson Street,25 Emerson St.,Chula Vista,91910-3309,CA,(619) 422-5301,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.615057,-117.05726,5/10/2016,381,-2,-20.3,18.4,3,Medium,4,Increased,4,Green,140,"Medium, Increased",-29,-48,19,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",164,43%,342,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,x,
37680236107775,Chula Vista Elementary,Chula Vista Hills Elementary,980 Buena Vista Way,980 Buena Vista Way,Chula Vista,91910-7133,CA,(619) 482-7066,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.636251,-117.00246,6/18/2015,555,39.1,25.6,13.5,4,High,4,Increased,4,Green,90,"High, Increased",12.4,1.9,10.4,4,High,4,Increased,4,Green,90,"High, Increased",124,22%,179,32%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680236115778,Chula Vista Elementary,Chula Vista Learning Community Charter,590 K Street,590 K St.,Chula Vista,91911-1118,CA,(619) 426-2885,9/8/1998,Y,Elementary School District,,K-12 Schools (Public),K-12,32.620687,-117.08495,4/20/2016,1530,18.7,7.5,11.2,0,No Data,0,No Data,0,No Color,0,NO COLOR,-43.4,-27.4,-16,0,No Data,0,No Data,0,No Color,0,No Color,594,39%,932,61%,448,453,434,8,20%,198,88,44%,65,40,34,22,14,74%,45%,39%,25%,16%,,,x,,,
37680236109771,Chula Vista Elementary,Clear View,455 Windrose Way,455 Windrose Way,Chula Vista,91910-7400,CA,(619) 498-3000,9/10/1991,N,Elementary School District,,Elementary Schools (Public),K-6,32.644805,-117.04506,8/10/2015,495,24.7,7.8,16.9,4,High,4,Increased,4,Green,90,"High, Increased",-3.6,-14.1,10.5,4,High,4,Increased,4,Green,90,"High, Increased",181,37%,174,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680236037881,Chula Vista Elementary,Cook (Hazel Goes) Elementary,875 Cuyamaca Avenue,875 Cuyamaca Ave.,Chula Vista,91911-1501,CA,(619) 422-8381,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.625934,-117.0562,6/18/2015,322,20.8,3.6,17.2,4,High,4,Increased,4,Green,90,"High, Increased",-21.6,-25.1,3.5,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",121,38%,246,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680236111322,Chula Vista Elementary,Discovery Charter,1100 Camino Biscay,1100 Camino Biscay,Chula Vista,91910-7737,CA,(619) 656-0797,7/27/1993,Y,Elementary School District,,Elementary Schools (Public),K-8,32.641918,-117.01759,9/9/2016,911,44,33.7,10.3,4,High,4,Increased,4,Green,90,"High, Increased",32.2,27.6,4.6,4,High,3,Maintained,4,Green,80,"High, Maintained",222,24%,248,27%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680236108492,Chula Vista Elementary,EastLake Elementary,1955 Hillside Drive,1955 Hillside Dr.,Chula Vista,91913-1263,CA,(619) 421-4798,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.657494,-116.98515,6/18/2015,648,39.6,21.7,17.9,4,High,4,Increased,4,Green,90,"High, Increased",7.7,-12.2,19.9,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",138,21%,211,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680236037956,Chula Vista Elementary,Feaster (Mae L.) Charter,670 Flower Street,670 Flower St.,Chula Vista,91910-1327,CA,(619) 422-8397,7/1/1980,Y,Elementary School District,,Elementary Schools (Public),K-8,32.642227,-117.09686,8/10/2015,1235,8.1,-1.3,9.4,3,Medium,4,Increased,4,Green,140,"Medium, Increased",-34.1,-37.3,3.1,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",692,56%,1060,86%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,x,,x,
37680236037964,Chula Vista Elementary,Finney (Myrtle S.) Elementary,3950 Byrd Street,3950 Byrd St.,San Diego,92154-1799,CA,(619) 690-1334,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.584496,-117.04839,6/18/2015,363,23.5,6.7,16.8,4,High,4,Increased,4,Green,90,"High, Increased",-9.8,-21,11.1,3,Medium,4,Increased,4,Green,140,"Medium, Increased",138,38%,248,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,x,
37680236037865,Chula Vista Elementary,Halecrest Elementary,475 East J Street,475 East J St.,Chula Vista,91910-6499,CA,(619) 421-0771,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.634394,-117.04331,3/8/2017,503,17.2,4.9,12.3,4,High,4,Increased,4,Green,90,"High, Increased",-12.4,-31.7,19.3,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",131,26%,240,48%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680236037873,Chula Vista Elementary,Harborside Elementary,681 Naples Street,681 Naples St.,Chula Vista,91911-1619,CA,(619) 422-8369,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.609058,-117.08551,8/18/2016,700,-26.7,-31.1,4.4,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-55.8,-50.3,-5.5,2,Low,2,Decreased,2,Orange,170,"Low, Declined",466,67%,587,84%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680230101592,Chula Vista Elementary,Hedenkamp (Anne and William) Elementary,930 East Palomar,930 East Palomar,Chula Vista,91913-2895,CA,(619) 397-5828,9/2/2003,N,Elementary School District,,Elementary Schools (Public),K-6,32.61674,-117.015,1/21/2016,1074,46.6,36.8,9.8,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",26.9,22.1,4.8,4,High,3,Maintained,4,Green,80,"High, Maintained",190,18%,266,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680236118970,Chula Vista Elementary,Heritage Elementary,1450 Santa Lucia Road,1450 Santa Lucia Rd.,Chula Vista,91913-1480,CA,(619) 421-7080,7/17/2001,N,Elementary School District,,Elementary Schools (Public),K-6,32.626236,-116.9953,8/10/2015,829,75.7,55.6,20.1,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",24.8,18.2,6.6,4,High,4,Increased,4,Green,90,"High, Increased",151,18%,179,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680236037899,Chula Vista Elementary,Hilltop Drive Elementary,30 Murray Street,30 Murray St.,Chula Vista,91910-6020,CA,(619) 422-8323,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.632209,-117.06414,2/9/2017,563,27.9,11.9,16,4,High,4,Increased,4,Green,90,"High, Increased",4.2,-6.1,10.4,4,High,4,Increased,4,Green,90,"High, Increased",155,28%,373,66%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680230124321,Chula Vista Elementary,Howard Gardner Community Charter,647 E Street,647 E St.,Chula Vista,91910-2119,CA,(619) 934-0300,8/1/2012,Y,Elementary School District,,Elementary Schools (Public),K-8,32.641093,-117.09543,3/2/2017,212,-15.2,-47.9,32.6,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-41.8,-86.3,44.5,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",114,54%,192,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680236069090,Chula Vista Elementary,Juarez-Lincoln Elementary,849 Twining Avenue,849 Twining Ave.,San Diego,92154-2599,CA,(619) 690-9222,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.58072,-117.04543,3/8/2017,552,-5.6,-32.2,26.7,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-54,-58,4,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",266,48%,400,72%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680236037923,Chula Vista Elementary,Kellogg (Karl H.) Elementary,229 East Naples Street,229 East Naples St.,Chula Vista,91911-2399,CA,(619) 420-4151,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.619721,-117.04805,6/18/2015,328,-25.2,-23.9,-1.3,2,Low,2,Decreased,2,Orange,170,"Low, Declined",-61.8,-57.8,-4.1,2,Low,2,Decreased,2,Orange,170,"Low, Declined",128,39%,245,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680236037907,Chula Vista Elementary,Lauderbach (J. Calvin) Elementary,390 Palomar Street,390 Palomar St.,Chula Vista,91911-3182,CA,(619) 422-1127,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.620279,-117.07566,12/6/2016,800,-15.2,-24.9,9.7,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-42.1,-39.5,-2.6,2,Low,2,Decreased,2,Orange,170,"Low, Declined",554,69%,683,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,x,
37680230119594,Chula Vista Elementary,Leonardo da Vinci Health Sciences Charter,229 East Naples,229 East Naples,Chula Vista,91911-2332,CA,(619) 420-0066,8/24/2009,Y,Elementary School District,,Elementary Schools (Public),K-6,32.619689,-117.04798,8/31/2016,308,-29,-41.5,12.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-43.3,-58.5,15.3,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",130,42%,129,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
